datetime,Latitude,Longitude,Vehicle Speed (Kn),C True Heading
2022-07-01 09:46:28.915688,33.74304866666667,-118.12307166666666,0.0,210.4
2022-07-01 09:46:30.035752,33.74306683333333,-118.1230815,0.0,182.3
2022-07-01 09:46:31.038809,33.74306683333333,-118.1230815,0.0,182.3
2022-07-01 09:46:32.157873,33.74308283333333,-118.12308333333333,0.0,154.7
2022-07-01 09:46:33.160930,33.74308283333333,-118.12308333333333,0.0,154.7
2022-07-01 09:46:34.280994,33.74309866666667,-118.12308533333334,0.0,133.1
2022-07-01 09:46:35.283052,33.74309866666667,-118.12308533333334,0.0,133.1
2022-07-01 09:46:36.401116,33.7431115,-118.12308983333334,0.0,138.8
2022-07-01 09:46:37.404173,33.7431115,-118.12308983333334,0.0,138.8
2022-07-01 09:46:38.527237,33.74311933333333,-118.123095,0.7009191679501996,126.8
2022-07-01 09:46:39.530295,33.74311933333333,-118.123095,0.7009191679501996,126.8
2022-07-01 09:46:40.651359,33.743117833333336,-118.12310533333333,0.824769349575989,118.1
2022-07-01 09:46:41.655416,33.743117833333336,-118.12310533333333,0.824769349575989,118.1
2022-07-01 09:46:42.777480,33.7431175,-118.123111,0.38880000000000003,130.5
2022-07-01 09:46:43.780538,33.7431175,-118.123111,0.38880000000000003,130.5
2022-07-01 09:46:44.902602,33.743121,-118.12311633333333,0.38880000000000003,124.7
2022-07-01 09:46:45.905659,33.743121,-118.12311633333333,0.38880000000000003,124.7
2022-07-01 09:46:47.027724,33.743132833333334,-118.12312083333333,0.7009191679501996,109.6
2022-07-01 09:46:48.029781,33.743132833333334,-118.12312083333333,0.7009191679501996,109.6
2022-07-01 09:46:49.152845,33.74313583333333,-118.12312233333333,1.2447673517569458,121.1
2022-07-01 09:46:50.155902,33.74313583333333,-118.12312233333333,1.2447673517569458,121.1
2022-07-01 09:46:51.276967,33.7431505,-118.12312383333334,1.3746155826266484,129.9
2022-07-01 09:46:52.280024,33.7431505,-118.12312383333334,1.3746155826266484,129.9
2022-07-01 09:46:53.401088,33.743159666666664,-118.12312566666667,0.614746777136733,120.5
2022-07-01 09:46:54.405146,33.743159666666664,-118.12312566666667,0.614746777136733,120.5
2022-07-01 09:46:55.527210,33.743163,-118.1231355,0.7009191679501996,117.9
2022-07-01 09:46:56.530267,33.743163,-118.1231355,0.7009191679501996,117.9
2022-07-01 09:46:57.653331,33.743164,-118.12314083333334,0.614746777136733,111.3
2022-07-01 09:46:58.656389,33.743164,-118.12314083333334,0.614746777136733,111.3
2022-07-01 09:46:59.778453,33.74316483333333,-118.12314583333334,0.19440000000000002,106.7
2022-07-01 09:47:00.782510,33.74316483333333,-118.12314583333334,0.19440000000000002,106.7
2022-07-01 09:47:01.904574,33.74316683333333,-118.12314916666666,0.38880000000000003,106.0
